nombre,cluster,calorias,proteina,grasa_total,carbohidratos,fibra
"Aceitunas, enlatadas (pequeñas-extra grandes), maduras",0,115,0.84,11.0,6.26,3.2
"Postre de yogur de manzana, papilla colada",0,96,0.8,1.6,19.5,0.5
"Manzanas, con piel, doradas, crudas",0,57,0.28,0.2,13.6,2.4
"Pastel, preparado según receta, crema de vainilla.",10,278,4.8,14.0,32.6,0.6
"Cordero, crudo, riñón, importado, Nueva Zelanda",13,84,15.21,2.5,0.03,0.0
"Okra, con sal, escurrida, hervida, cocida",0,22,1.87,0.2,4.51,2.5
"KASHI, original, galleta de trigo tejida H2H",19,396,10.6,12.0,73.4,12.2
"Relleno de pan, preparado, mezcla seca, pan",14,195,2.73,12.0,18.84,0.8
Galletas saladas bajas en sodio y sin grasa,18,393,10.5,1.6,82.3,2.7
"Cereales listos para comer, Waffle Crisp, Post",2,390,6.6,5.0,83.0,4.4
"Salsa, asado lento, ternera, FRANCOAMERICANA",0,42,1.69,0.9,5.08,0.0
"Salsa, para microondas, pollo, CAMPBELL'S",0,67,0.0,5.0,5.0,0.0
"Maracuyá, cruda, morada (granadilla)",12,97,2.2,0.7,23.38,10.4
"Alimentos para bebés, secos fortificados, avena, cereales",2,394,10.99,6.4,73.47,7.3
"Cereales listos para consumir, KIX, GENERAL MILLS",2,357,7.69,3.5,82.82,8.8
"León marino, corazón (nativo de Alaska), Steller",13,102,17.0,3.3,1.0,0.0
"León marino, hígado (nativo de Alaska), Steller",13,137,22.9,5.0,0.0,0.0
"KELLOGG'S, galletas multicereales, ALL-BRAN",19,415,8.6,20.0,65.7,16.4
"Carne de res, cocida, grasa separable, cortes al por menor",3,680,10.65,70.0,0.0,0.0
"Jugo de tomate, sin sal añadida, en lata",0,17,0.85,0.3,3.53,0.4
"Cereales listos para comer, ARROZ CRISP RALSTON",18,394,6.69,1.3,86.22,0.7
"Comidas rápidas, con frijoles y carne, burrito.",14,191,11.52,7.5,19.52,3.0
"Harina de maíz, no enriquecida, desgerminada, amarilla",18,375,5.59,1.4,82.75,1.9
"Bebida alcohólica, enlatada, whisky sour.",0,119,0.0,0.0,13.4,0.1
"Cacahuetes, con sal, tostados en aceite, españoles",9,579,28.01,49.0,17.45,8.9
"Bebidas enlatadas, Jugo de almejas y tomate.",0,48,0.6,0.2,10.95,0.4
"Frijoles, crudos, germinados, semillas maduras, blancos",0,67,6.15,0.7,13.05,0.0
"Papillas, coladas, sopa de pollo, cena.",0,50,1.6,1.7,7.2,1.1
"Aceite linoleico (menos del 60%), girasol",16,884,0.0,100.0,0.0,0.0
"Restaurante, cerdo agridulce, chino.",14,270,8.91,16.0,23.34,1.0
"Bebidas con achicoria, instantáneas, café.",18,355,9.3,0.2,78.9,0.5
"KELLOGG'S, chispas de chocolate, gofres, EGGO",10,291,5.8,10.0,44.8,1.5
"Papillas para bebés, coladas, postre de plátano y manzana",0,68,0.3,0.2,16.3,1.0
"Restaurante, surtido, rollitos de huevo, chino.",14,250,8.28,12.0,27.29,2.6
"Restaurante, carne y verduras, chino.",0,105,7.08,5.3,7.29,1.5
"Arroz, enriquecido, crudo, de grano medio, blanco",18,360,6.61,0.6,79.34,1.4
"Arroz, restaurante chino, al vapor, blanco",10,151,3.2,0.3,33.88,0.9
"PIZZA HUT Pizza de pepperoni de 12"" con masa moldeable",14,298,11.97,14.0,30.49,1.8
"SUNSHINE, galletas saladas Pepper Jack, CHEEZ-IT",6,503,8.8,25.0,61.9,2.6
"Cereales listos para comer, KASHI Simply Maize",2,371,7.8,3.4,83.3,6.1
"Pescado crudo (nativos de Alaska), carne, bacalao largo",13,79,17.9,0.8,0.0,0.0
"Sopa, condensada, enlatada, crema de apio",0,72,1.32,4.5,7.03,0.6
"PEPPERIDGE FARM, pan de centeno judío sin semillas",10,256,0.01,2.8,48.4,6.6
"BURGER KING, con queso, DOBLE Whopper",14,266,14.47,17.0,13.52,1.6
"Papillas, coladas, crema, maíz, verduras",0,57,1.4,0.4,14.1,2.1
"Salchicha sin grasa y pavo, cerdo y ternera",13,109,12.5,1.6,11.21,0.0
"Cereales, secos, naturales, fortificados, instantáneos, avena",19,362,11.92,6.9,69.52,10.0
"Apio, sin sal, escurrido, hervido, cocido",0,18,0.83,0.2,4.0,1.6
"Crustáceos, crudos, especies mixtas, langosta",13,112,20.6,1.5,2.43,0.0
Barra de helado cubierta de chocolate y nueces,14,303,5.62,26.0,11.89,1.1
"MURRAY, Galletas De Avena Heladas, COCINA SUR",6,467,6.5,18.0,69.5,4.1
"Restaurante, espaguetis con salsa de carne, italiano",0,121,5.79,3.6,16.4,1.6
"Batido de zumo de frutas, MÁQUINA AZUL, JUGO DESNUDO",0,71,0.42,0.0,16.67,2.9
"CAMPBELL'S Rojo y Blanco, condensado, caldo de res",0,12,2.42,0.0,0.81,0.0
"Pavo, crudo, carne y piel, pechuga, todas las clases.",13,157,21.89,7.0,0.0,0.0
"Keebler, galletas multicereales Bistro, CASA DE PUEBLO",6,460,7.3,20.0,67.0,3.4
"Limonada, preparada con agua, concentrada congelada.",0,52,0.0,0.0,13.79,0.0
"PIZZA HUT Pizza de pepperoni de 12"" con masa preparada a mano",14,280,12.86,11.0,31.55,1.7
"KASHI, plato principal congelado, pollo con coco y limoncillo",0,104,6.3,2.8,13.4,3.0
"Galletas, dieta especial, sándwich de mantequilla de maní",6,535,10.0,34.0,50.8,0.0
"PIZZA HUT Pizza de salchicha de 14"", masa fina y crujiente",14,323,13.95,17.0,28.7,2.4
"Piña, sólidos y líquidos, jugo en paquete, en lata",0,60,0.42,0.1,15.7,0.8
"Piña, sólidos y líquidos, envasada con agua, en lata",0,32,0.43,0.1,8.3,0.8
"KELLOGG'S, Huevo y Queso, Revueltos De Galletas, EGGO",10,254,8.8,7.6,38.3,2.3
"Cuartos de cordero, con sal, escurridos, hervidos y cocidos",0,32,3.2,0.7,5.0,2.1
"SAGE VALLEY, Galletas tipo sándwich de vainilla sin gluten",6,499,3.13,22.0,71.88,1.0
"Producto del USDA, enlatado, sin carne, salsa para espaguetis",0,48,1.2,0.9,8.7,0.0
"Pastel de arroz, galleta (incluye mini pasteles de arroz)",2,392,7.1,4.3,81.1,4.2
"Producto del USDA, crudo, congelado, hamburguesas (100%), carne de res",11,204,14.63,16.0,0.0,0.0
"Patatas, con sal, piel, cocidas con piel, hervidas",0,78,2.86,0.1,17.2,3.3
"Vitasoy USA, Tofu en cubos súper firme Nasoya orgánico",13,118,12.4,6.3,2.8,2.0
"Snacks, fruta, barras de cereales NUTRI-GRAIN, KELLOGG'S",18,365,4.22,8.7,67.61,3.0
"McDONALD'S, Sándwich Club Premium De Pollo A La Parrilla",14,221,17.19,8.1,19.87,1.2
"Taquitos, calentados al horno, pollo y queso, congelados",14,284,9.21,13.0,33.63,2.9
"Pavo, asado, solo carne, ave entera, ala",7,147,30.13,2.1,0.0,0.0
"Snacks, yogur cubierto con vitamina C, trocitos de caramelo.",18,415,0.0,7.5,86.9,0.2
"Pollo, solo lomo, BBQ, asador, parrilla",11,212,21.85,14.0,0.31,0.0
"Pasta de alcachofas y espinacas KASHI, sin preparar, congelada",0,103,5.0,3.4,15.1,3.0
"Cereales listos para comer, LUCKY CHARMS, GENERAL MILLS",2,380,7.67,5.0,80.89,5.0
"Galletas, horneadas, masa refrigerada, mantequilla de maní",6,503,9.1,28.0,57.3,1.2
"Novedades congeladas, sin azúcar añadido CREAMSICLE Pops",0,72,3.69,0.6,12.88,3.6
"Comidas rápidas y tocino, queso, huevo, galleta.",14,301,12.01,17.0,24.44,0.2
"PEPPERIDGE FARM, panecillos para hamburguesa 100 % integrales",10,257,0.01,3.1,43.2,5.9
"WORTHINGTON Fri Chik bajo en grasa, sin preparar, enlatado",13,102,14.3,2.7,4.9,1.0
"WORTHINGTON FriChik Original, sin preparar, enlatado",13,160,13.4,10.0,3.4,1.5
"Vitasoy USA Nasoya Orgánica, Tofu Plus Extra Firme",0,92,10.18,4.9,1.82,1.0
"Ternera cruda, timo, carnes variadas y subproductos",13,101,17.21,3.1,0.0,0.0
"Ternera cruda, bazo, carnes variadas y subproductos",13,98,18.3,2.2,0.0,0.0
"Cordero, crudo, bazo, carnes variadas y subproductos",13,101,17.2,3.1,0.0,0.0
"Helados, chocolate, bajos en carbohidratos, regulares",10,237,3.8,13.0,26.8,4.8
"Galletas saladas (incluye ostras, refrescos y sopa)",18,418,9.46,8.6,74.05,2.8
"Galletas saladas tipo sándwich con relleno de queso, centeno",6,481,9.2,22.0,60.8,3.6
"Restaurante, buñuelos (pan de levadura frito), latino",6,462,8.02,26.0,48.57,1.5
"Remolachas, sólidos y líquidos, sin sal añadida, en lata",0,28,0.8,0.1,6.57,1.2
"SUNSHINE, galletas italianas de cuatro quesos, CHEEZ-IT",6,500,8.4,25.0,62.4,2.2
"Crustáceos, calor húmedo, cocidos, dungeness, cangrejo",13,110,22.32,1.2,0.95,0.0
"Pescado, calor seco, cocido, especies mixtas, pescado blanco",7,172,24.47,7.5,0.0,0.0
"Papillas, coladas, hortalizas, hortalizas.",0,32,2.3,0.2,6.8,1.5
"Keebler, surtido de galletas Party Pack, TOSTADAS",6,483,6.5,23.0,64.4,2.9
"Margarina, soja (hidrogenada), dura, regular",3,719,0.9,81.0,0.9,0.0
"Galletas saladas, bajas en sal, regulares, tipo snack estándar",6,502,7.4,25.0,61.0,1.6
"Néctar de albaricoque, con ácido ascórbico añadido, enlatado",0,56,0.37,0.1,14.39,0.6
"PETICIÓN SALUDABLE, condensada, Crema de Apio",0,56,0.81,1.6,9.68,0.8
"Novedades congeladas, paletas FUDGSICLE, sin azúcar añadido",0,124,3.67,1.9,23.11,1.5
"Bebidas, EVIAN, sin gas, embotelladas, agua",0,0,0.0,0.0,0.0,0.0
"Ñame de montaña, con sal, al vapor, cocido, hawái",0,82,1.73,0.1,19.99,0.0
"Lentejas, con sal, salteadas, cocidas, germinadas",0,101,8.8,0.5,21.25,0.0
"Keebler, galletas tipo sándwich con tostadas y mantequilla de maní",6,489,10.6,24.0,60.2,3.2
"Snacks, horneados, reestructurados, blancos, patatas chips",6,469,5.0,18.0,71.4,4.8
"Bebida alcohólica, 86 grados, whisky, destilado.",0,250,0.0,0.0,0.1,0.0
"Lentejas, con sal, hervidas, cocidas, semillas maduras",12,114,9.02,0.4,19.54,7.9
"Sopa casera de papa, brócoli y queso CAMPBELL'S",0,65,1.22,3.7,6.94,1.2
"Galletas, regulares, preparadas comercialmente, de avena",6,450,6.2,18.0,68.7,2.8
"Comidas rápidas, jamón, queso, huevo, croissant.",14,261,12.45,15.0,18.98,0.9
"Cereales secos, naturales, instantáneos, sémola de maíz, QUAKER",2,343,7.31,2.1,78.42,4.2
Salsa de soja elaborada a partir de proteína vegetal hidrolizada,0,60,7.0,0.5,7.84,0.5
"Bebida alcohólica, Pinot Noir, tinto, mesa, vino",0,82,0.07,0.0,2.31,0.0
"Cerezas molidas, crudas (grosellas o poha)",0,53,1.9,0.7,11.2,0.0
"Panecillos, trigo/trigo partido, hamburguesa o hot dog",10,269,11.69,3.6,47.31,4.2
"DENNY'S, filete de pescado frito, rebozado o empanizado",14,234,13.75,12.0,17.41,1.0
"Bebida alcohólica, Riesling, blanco, mesa, vino",0,80,0.07,0.0,3.74,0.0
"Pizza, cocida, congelada, corteza gruesa, aderezo de carne",14,274,11.76,12.0,30.76,2.3
"Sopa, condensada, enlatada, manhattan, sopa de almejas",0,61,1.74,1.8,9.74,1.2
"MURRAY, Galletas Sandwich De Crema De Limón, SIN AZÚCAR",6,469,4.9,24.0,68.3,3.3
"Cereales listos para comer, KELLOGG'S MUESLIX, KELLOGG",2,355,8.6,5.4,74.9,7.7
"Harina de maíz, enriquecida, desgerminada, con levadura, blanca",2,355,8.41,1.7,74.79,7.1
"Papillas, junior, puré de manzana y cerezas, fruta.",0,51,0.0,0.0,14.1,1.1
"Alimentos para bebés, junior, puré de manzana y albaricoques, frutas.",0,47,0.2,0.2,12.4,1.8
"Galletas, enriquecidas, preparadas comercialmente, mantequilla.",6,467,6.1,19.0,68.9,0.8
"SPAGHETTIOS, SpaghettiOs de la A a la Z con Albóndigas",0,95,4.37,2.8,12.7,1.6
"Sopa, condensada, enlatada, carne con tomate y fideos",0,112,3.55,3.4,16.87,1.2
"Escarola, sin sal añadida, escurrida, hervida, cocida",0,19,1.15,0.2,3.07,2.8
"Papillas, coladas, crema, espinacas, verduras",0,37,2.5,1.3,5.7,1.8
"Sopas CAMPBELL'S CHUNKY, abundante sopa de cebada y carne",0,56,2.89,0.9,8.98,1.0
"Batido de zumo de frutas, GREEN MACHINE, NAKED JUICE",0,53,0.6,0.3,12.53,0.7
"Crustáceos, receta casera, croquetas de cangrejo, azul, cangrejo",13,155,20.21,7.5,0.48,0.0
"Carne de res, cruda, timo, carnes variadas y subproductos",14,236,12.18,20.0,0.0,0.0
"Carne de res, cruda, bazo, carnes variadas y subproductos",13,105,18.3,3.0,0.0,0.0
"Carne de res, cruda, lengua, carnes variadas y subproductos",11,224,14.9,16.0,3.68,0.0
"Lechuga, cruda, iceberg (incluye tipos crujientes)",0,14,0.9,0.1,2.97,1.2
"MURRAY, Galletas con chispas de chocolate, COCINA SUR",6,493,5.5,24.0,66.5,2.5
"Pescado, sólidos escurridos, enlatados en aceite, blanco, atún",7,186,26.53,8.1,0.0,0.0
"Okra, con sal, escurrida, hervida, cocida, congelada",0,34,1.63,0.2,6.41,2.1
"CAMPBELL'S Roja y Blanca, condensada, Sopa de Lentejas",12,111,6.35,0.8,19.05,4.0
"Pato, carne (Nativos de Alaska), ala blanca, negrón",13,84,20.2,0.4,0.0,0.0
"Pescado crudo (nativo de Alaska), coho (plateado), salmón",13,140,22.56,5.6,0.0,0.0
"Crackers, LA MODERNA RIKIS CREAM CRACKERS, nata",6,464,7.19,20.0,64.88,2.4
"Frijoles, crudos, semillas maduras, rojo california, riñón",5,330,24.37,0.3,59.8,24.9
"Cereales listos para comer, Honey BUZZERS, MALT-O-MEAL",18,379,3.45,1.7,89.66,3.4
"Leche, con vitamina D añadida, 3,25 % de grasa láctea, entera",0,61,3.15,3.3,4.8,0.0
"Cereales listos para comer, KASHI 7 Copos Integrales",19,337,11.0,1.5,81.4,11.8
"Petasita, sin sal, escurrida, hervida, cocida",0,8,0.23,0.0,2.16,0.0
"Raíz de bardana, con sal, escurrida, hervida, cocida",0,88,2.09,0.1,21.15,1.8
"Frijoles, con cerdo y salsa de tomate, enlatados, horneados",12,94,5.15,0.9,18.69,4.0
"Cereales listos para comer, QUAKER Arroz Inflado, QUAKER",18,383,7.01,0.9,87.78,1.4
"Acelgas, con sal, escurridas, hervidas, cocidas, suizas",0,20,1.88,0.1,4.13,2.1
"Crustáceos, crudos (no previamente congelados), camarones",13,85,20.1,0.5,0.0,0.0
"MORNINGSTAR FARMS Veggie Dog, sin preparar, congelado",13,126,17.4,1.3,11.2,2.3
"Galletas, bajas en grasa, naturales o con miel, galletas integrales",2,386,5.71,5.7,77.96,5.7
"Cereales listos para comer, ¡KELLOGG SCOOBY-DOO! cereal",19,376,8.6,4.1,84.0,9.8
"Bebidas, Orchard Blend, Bebidas de jugo V8 SPLASH",0,33,0.0,0.0,7.82,0.0
"Galletas preparadas, mezcla seca, simples o con suero de leche",10,335,7.3,12.0,48.4,1.8
"WORTHINGTON Filetes de verduras, sin preparar, enlatados",13,113,20.7,1.2,5.1,2.2
"Pescado, calor seco, cocido, de piscifactoría, Atlántico, salmón",11,206,22.1,12.0,0.0,0.0
"Pescado, calor seco, cocido, de piscifactoría, canal, bagre",13,144,18.44,7.2,0.0,0.0
"Papillas, coladas, verduras y tocino, cena",0,69,1.92,3.0,8.81,1.7
Queso para untar procesado pasteurizado KRAFT VELVEETA,11,303,16.3,22.0,9.8,0.0
"Frijoles, sin preparar, congelados, semillas inmaduras, pintos",12,170,9.8,0.5,32.5,5.7
"Cereales secos, tiempo de cocción de 1 minuto, CREMA DE TRIGO",2,359,11.77,1.5,72.63,4.4
"Ternera cruda, lengua, carnes variadas y subproductos",13,131,17.18,5.5,1.91,0.0
"Cordero, crudo, lengua, carnes variadas y subproductos",11,222,15.7,17.0,0.0,0.0
"Pollo, crudo, solo carne, pierna, para asar o para freír",13,120,19.16,4.2,0.0,0.0
"Edulcorantes, sobres de SPLENDA, sucralosa, de mesa",18,336,0.0,0.0,91.17,0.0
"Papillas, junior, verduras y pollo, cena.",0,53,2.04,1.1,8.66,1.1
"Salchicha de cerdo, sin calentar, completamente cocida, enlace/empanada",1,392,13.46,37.0,0.69,0.0
"Cereales listos para comer, KELLOGG'S CRISPIX, KELLOGG",18,378,6.59,0.8,87.19,1.0
"Bebidas, endulzadas, listas para beber, verdes, té",0,27,0.0,0.2,6.2,0.0
"Pollo, sabor barbacoa, glaseado, congelado, ala",11,211,19.67,13.0,3.34,0.6
"PIZZA HUT Pizza de queso de 12 pulgadas, masa fina y crujiente",14,303,15.29,14.0,28.64,1.6
"Sopa, estilo trozos, baja en sodio, carne de res y champiñones",0,69,4.3,2.3,9.58,0.2
"Punta de flecha, sin sal, escurrida, hervida, cocida",0,78,4.49,0.1,16.14,0.0
"Pimientos, sin preparar, picados, congelados, rojos, dulces",0,20,1.08,0.2,4.45,1.6
"Camote, sólidos escurridos, en almíbar, en lata",0,108,1.28,0.3,25.36,3.0
"Pescado seco (nativo de Alaska), Pacífico, huevos de arenque",15,312,60.4,6.6,2.8,0.0
"Pan de macarrones con queso, cerdo y ternera, pollo",14,228,11.76,15.0,11.63,0.0
"Bebidas, concentrado congelado, bebida de ponche de frutas.",10,162,0.2,0.0,41.4,0.4
"Cereales listos para comer, HOJALONES DE CACAO, GENERAL MILLS",2,383,5.6,5.2,83.7,5.7
"Cereales listos para comer, naturales, tostados, germen de trigo",8,382,29.1,11.0,49.6,15.1
"Sopa, lista para servir, en trozos, enlatada, minestrone",0,53,2.13,1.2,8.64,2.4
"Pescado, con piel (Nativos de Alaska), cocido, fletán",13,113,22.13,2.7,0.0,0.0
"Trucha arco iris, carne (Shoshone Bannock), seca",15,382,77.27,8.1,0.0,0.0
"Pescado crudo (nativo de Alaska), salmón rojo (rojo), salmón",13,153,21.94,7.3,0.0,0.0
"Producto del USDA, cocido, congelado, carne para tacos de pavo",13,148,16.8,7.6,3.03,0.0
"Pasta, tal como se compró, espinacas, frescas refrigeradas",10,289,11.26,2.1,55.72,0.0
"Salsa, lista para servir, espagueti/marinara, pasta",0,50,1.39,1.6,7.43,1.8
"SWANSON BROTH, Caldo de Verduras Orgánico Certificado",0,5,0.0,0.0,1.28,0.0
"PIZZA HUT Pizza de pepperoni de 14"" con masa preparada a mano",14,291,12.23,13.0,32.11,2.6
"Bebida alcohólica, Semillón, blanco, mesa, vino.",0,82,0.07,0.0,3.12,0.0
"KELLOGG'S, Miel De Avena, Waffles, NUTRI-GRAIN, EGGO",10,268,6.6,8.6,44.1,3.8
"KELLOGG'S, Arándano, Waffles, NUTRI-GRAIN, EGGO",10,257,6.2,7.8,43.6,3.9
"Cereales secos, Cereal Integral Natural, QUAKER",19,333,11.8,2.0,74.8,9.9
"OLIVE GARDEN, raviolis de queso con salsa marinara",14,159,7.44,5.6,19.64,1.1
"Bebida alcohólica, Sangiovese, rojo, mesa, vino",0,86,0.07,0.0,2.62,0.0
Ensalada ranchera de tocino McDONALD'S con pollo crujiente,0,122,8.82,6.3,6.08,1.0
"Coffeecake, mezcla seca, canela con cobertura de migajas",18,436,4.8,12.0,77.7,1.8
"Pastel de café, relleno de crema y glaseado de chocolate",10,331,5.0,11.0,53.8,2.0
"Higos chumbos, asados ??(Indios de las Llanuras del Norte)",0,91,0.39,0.3,21.57,0.0
"Ternera, asada, cocida, sólo magro separable, lomo",7,175,26.32,6.9,0.0,0.0
"Ternera, estofado, cocido, sólo magro separable, lomo",7,226,33.57,9.2,0.0,0.0
"Rutabagas, sin sal, escurridas, hervidas, cocidas",0,30,0.93,0.2,6.84,1.8
"Cuartos de cordero, al vapor (Indios de las Llanuras del Norte)",12,48,4.06,0.2,7.47,5.2
"Moluscos, calor húmedo, cocidos, sin especificar, bocina",15,275,47.68,0.8,15.52,0.0
"Ternera, cruda, parte magra y grasa, brazo, paleta",13,132,19.34,5.4,0.0,0.0
"Batido de zumo de frutas, plátano fresa, ODWALLA",0,48,0.5,0.3,11.05,0.6
"Pavo, asado, cocido, carne blanca, todas las clases",7,147,30.13,2.1,0.0,0.0
"DOMINO'S Pizza de pepperoni de 14"", masa fina y crujiente",14,328,13.88,19.0,25.35,2.6
"SUNSHINE, galletas de sopa y ostras (grandes), KRISPY",18,416,8.6,9.3,76.1,2.6
"Cordero, crudo, grasa de costura, fresco, importado, australiano",1,459,15.65,44.0,0.0,0.0
"KELLOGG'S, Original, Tostadora Francesa, EGGO",10,239,5.3,7.0,39.4,0.9
"Peras, con azúcar añadido, guisadas, azufradas, secas",12,140,0.86,0.3,37.14,5.8
"Néctar de pera, sin ácido ascórbico añadido, enlatado",0,60,0.11,0.0,15.76,0.6
"KASHI, entrante congelado, pollo con sésamo, comida al vapor",0,110,6.1,3.5,15.7,2.9
"KELLOGG'S, canela, palitos tostados franceses, EGGO",10,250,4.8,6.9,42.6,1.0
"Enlaces de arroz con salchicha de cerdo, cocidos, dorados y servidos",1,407,13.7,38.0,2.36,0.0
"Kale, con sal, escurrida, hervida, cocida, congelada",0,30,2.84,0.5,5.23,2.0
"Kale, con sal, escurrida, hervida, cocida, escocesa",0,28,1.9,0.4,5.62,0.0
"Snacks, sin maní, caramelizados, palomitas de maíz",2,431,3.8,13.0,79.1,5.2
"Jugo de naranja, incluido el concentrado, refrigerado.",0,49,0.68,0.1,11.54,0.3
"McDONALD'S, Sándwich Club Premium De Pollo Crujiente",14,250,15.38,12.0,22.61,1.2
"Semillas, secas (decorticadas), semillas de sésamo",9,631,20.45,61.0,11.73,11.6
"Aderezo para ensaladas, reducido en calorías, aderezo francés",10,227,0.4,13.0,27.0,0.0
"Mezcla de arroz y fideos, sin preparar, sabor a carne",18,359,10.84,1.3,76.02,1.6
"Pescado, sólidos escurridos, enlatados en aceite, light, atún",7,198,29.13,8.2,0.0,0.0
"PIZZA HUT Pizza de queso de 14"", masa fina y crujiente",14,306,13.37,13.0,34.22,2.4
"Sopa, enlatada, HEALTHY CHOICE Sopa de pollo con fideos",0,41,3.69,0.6,5.2,0.8
"Cereales secos, rápidos, blancos, sémola de maíz, QUAKER",2,348,8.8,1.2,79.6,4.8
"Alimentos para bebés, preparados con leche entera, arroz, cereales.",0,85,3.45,3.4,10.31,0.0
"Repollo, con sal, escurrido, hervido, cocido, rojo",0,29,1.51,0.1,6.94,2.6
"Cereales listos para comer, SWEET CRUNCH/QUISP, QUAKER",18,406,4.51,6.1,85.03,2.3
"Bebidas, Fresa Plátano, Zumos V8 V-FUSION",0,49,0.41,0.0,11.79,0.0
"Pavo, crudo, carne y piel, pechuga, partes para venta al por menor",13,155,21.88,7.5,0.0,0.0
"Almuerzo escolar, empanizado integral, hamburguesa de pollo",14,246,17.64,14.0,12.5,2.3
"León marino, carne con grasa (Nativos de Alaska), Steller",11,242,22.1,15.0,5.55,0.0
"Pescado, calor seco, cocido, especies mixtas, lubina",13,124,23.63,2.6,0.0,0.0
"Muffins ingleses, de cereales mixtos (incluye granola)",10,235,9.1,1.8,46.3,2.8
"Pollo, asado, sólo carne, para asar o para freír",7,190,28.93,7.4,0.0,0.0
"Pescado, crudo (no previamente congelado), Pacífico, bacalao",13,72,17.54,0.2,0.0,0.0
"Brócoli, sin sal, escurrido, hervido, cocido",0,35,2.38,0.4,7.18,3.3
"Pavo, crudo, sólo carne, muslo, partes para venta al por menor",13,118,20.52,4.0,0.0,0.0
"Succotash, sin preparar, congelado (maíz y limas)",12,93,4.31,0.9,19.94,4.0
"Hojas de remolacha, con sal, escurridas, hervidas y cocidas",0,27,2.57,0.2,5.46,2.9
"Batido de zumo de frutas, MIGHTY MANGO, NAKED JUICE",0,63,0.42,0.0,15.0,0.0
"HEINZ, congelado, Eclair de chocolate, WEIGHT WATCHER",10,241,4.4,6.9,40.3,2.1
"Papillas coladas, verduras y cordero, cena",0,52,2.0,2.0,6.9,1.1
"Galletas, con jugo y ralladura de limón, bizcochos",18,365,10.6,9.1,59.7,1.0
"Carne de res, cruda, pulmones, carnes variadas y subproductos",13,92,16.2,2.5,0.0,0.0
"Cereales secos, QUAKER MultiGrain Oatmeal, QUAKER",19,334,12.64,2.7,72.62,11.9
"Salsa, reducida en sodio, lista para servir, teriyaki",0,89,5.93,0.0,15.58,0.1
"Apio nabo, sin sal, escurrido, hervido, cocido",0,27,0.96,0.2,5.9,1.2
"Salchichas reducidas en sodio y carne de res, pavo y cerdo",1,284,10.71,27.0,0.11,0.1
"Bebidas embotelladas, bebida de jugo de manzana y arándano",0,63,0.0,0.1,15.85,0.0
"Altramuces, con sal, hervidos, cocidos, semillas maduras",13,116,15.57,2.9,9.29,2.8
"Aperitivos, arroz integral, sin sal, natural, pasteles de arroz",2,387,8.2,2.8,81.5,4.2
"Caramelos preparados a partir de receta, chocolate, dulce de azúcar",18,411,2.39,10.0,76.44,1.7
Sopa casera para bodas estilo italiano de CAMPBELL'S,0,49,2.86,1.4,6.12,0.8
"Edulcorantes, sobrecitos, EQUAL, aspartamo, de mesa",18,365,2.17,0.0,89.08,0.0
"Arroz, enriquecido, crudo, normal, de grano largo, blanco",18,365,7.13,0.7,79.95,1.3
"Cordero, crudo, corazón, carnes variadas y subproductos",13,122,16.47,5.7,0.21,0.0
"Ternera, cruda, corazón, carnes variadas y subproductos",13,110,17.18,4.0,0.08,0.0
